texto,etiqueta
"El hotel es ideal para trabajo , y para pasar un fin de semana .",positivo
Personal agradable y profesional .,positivo
Hotel en mal estado en las instalaciones y rooms .,negativo
"La piscina es estupenda , y no conozco ninguna con mejores vistas .",positivo
"Las instalaciones son muy buenas , hay prácticamente de todo en el hotel , spa , piscinas , zona de ocio con billares , futbolines , juegos para los niños , bar , orquesta , baile , peluquería .... El",positivo
"La habitacion que nos dieron no me acabo de convencer , estoy acostumbrado a usar hoteles Marriott ( y Courtyard por supuesto ) y este quiza sea el mas cutre de todos los que haya ido",negativo
Los electrodomésticos muy modernos y el mobiliario también y nos ha encantado ya que venía con cocina incluída y teníamos una mayor libertad a la hora de comprar .,positivo
Para los niños nos pusieron una cama supletoria grande y aun así quedaba mucho espacio .,positivo
Es la segunda vez que nos alojamos en él por su cercanía con la estación del ave y de la ciudad de las artes y las ciencias .,positivo
"Los restaurantes temáticos son un desastre , y has de perder horas para reservar .",negativo
"Un hotel muy bonito , adecuado para pasar las vacaciones , viajes de novios o ir con la familia.Te tratan estupendamente bien , las habitaciones y la vista son preciosas y hay multitud de posibilidade",positivo
"El hotel está super bien situado , en el centro de la ciudad y te da opción a disfrutar del teatro , compras y bares de tapas .",positivo
Los empleados son en su mayoría bilingües lo que hace que la enstancia en el hotel sea mas que practica .,positivo
Peor trato imposible,negativo
"Acudimos al Spa , cortesía del hotel , y disfrutamos de una mañana agradable , después de una larga jornada pateando Barcelona .",positivo
"Lo mejor , las vistas desde la azotea , donde se encuentra la piscina , espectaculares .",positivo
"Hay un bingo donde se puede cenar barato , un mcdonald ' s y una especie de mercadillo también bastante cercanos .",positivo
La gente es muy amable y atenta .,positivo
"Continuan con los detalles como minibar gratuito , servicio de cafe en la habitacion , invitacion al spa por ser cliente repetitivo .",positivo
Tambien a la estacion de trenes .,positivo
Hotel bastante simple .,negativo
Hotel Genial,positivo
"Se puede llegar caminando desde la parada de Urgell del autobus del aeropuerto ( unos 10 minutos ) , por lo que resulta de fácil acceso .",positivo
También hay varios autobuses que salen desde la plaza de Gambetta para llegar al centro y a las atracciones más importantes de Paris .,positivo
"Formidable , tienen que visitarlo",positivo
El personal es muy agradabe y el spa estupendo .,positivo
Enhorabuena a la cadena Playa Senator por la adquisición .,positivo
Muy limpio y con cama cómodas .,positivo
Las habitaciones son muy grandes tienen sofá · relax y buena iluminación .,positivo
Una estafa,negativo
Hotel situado en la zona de nuevo desarrollo próxima a la ciudad de las artes y de las ciencias .,positivo
Excelente estancia en este hotel,positivo
Lo mejor de este hotel es la ubicación .,positivo
Tiene también taxis en la puerta .,positivo
Me robaron el móvil en el bungalow,negativo
Pocos niños .,positivo
Un complejo para nada masificado en el que el servicio es de lo mejor .,positivo
Atención personalizada .,positivo
Hotel muy nuevo con encanto familiar,positivo
"El desayuno está bien , con variedad y calidad de productos .",positivo
La van a pasar 10 puntos .,positivo
La ubicación del hotel es excelente para moverse por el centro de Madrid .,positivo
Bonito lugar para descansar,positivo
"Está situado en la Gran Vía , desde fuera son los típicos edificios altos con apartamentos normales , pero al subir nos sorprendió mucho encontrarnos este hostal tan genial !!",positivo
"La decoración , nada más entrar nos pareció fantástica .",positivo
Muy cerca del Bayside y el American Airlines Arena .,positivo
"Pese a estar situado en una calle principal de la ciudad , es un lugar tranquilo y apacible .",positivo
"Ibamos al Musical del Rey Leon , el teatro esta enfrente del hotel .",positivo
Lo que hay en el milibar es sin cargo y dispones de un hervidor de agua con diferentes cafés e infusiones .,positivo
"El servicio contratado Incluçia desayuno , con buena variedad , el personal del restaurante , un encanto , y en la recepción muy amables .",positivo
"Ya he estado varias veces con mi pareja en este pequeño hotel , el cual se encuentra en el centro de León , en la famosa calle Ancha .",positivo
La verdad que quedamos encantados con el trato del personal .,positivo
Hotel sucio,negativo
Una experiencia · pero no creo que regrese,negativo
Centrico y comodo,positivo
"Tiene todo lo necesario y sobretodo , lo que mas nos interesa : accesos excelentes al centro de Calella de Palafrugell y a la playa a pie .",positivo
"El Quijote , el peor .",negativo
"El personal muy bien , tuvimos una gotera en la habitacion y nos cambiaron a una habitacion superios sin problemas .",positivo
"Otra cosa son los desayunos , a los que si bajas 20 mins después de que se sirva no te queda ni leche !!",negativo
Me gustó mucho .,positivo
Organización caótica .,negativo
"Este hotel nos gusto mucho el servicio que daban , la comida y la estancia fue espectacular .",positivo
El hotel cubría todas las necesidades .,positivo
"Hotel , muy bien situado , grandes vistas a la gran via , cerca todo , plaza mayor , puerta del sol , gran via , Museos , teatros , la atencion muy buena , desayuno muy bien , y las habiataciones con ",positivo
"hotel muy bien situado tanto para ver la ciudad , ya que tiene tanto linea de autobus como de metro cerca y perfecto para ver el futbol , ya que esta al lado del camp nou. buen trato del personal. rec",positivo
A un bajo precio no se puede esperar milagros y no era gran cosa .,negativo
La calificación Muy bueno queda chica para este Hotel .,positivo
"La verdad es que es un muy buen hotel , de buena calidad y volvere claramente a ese hotel para ir en familia , en pareja , tiene cercanos bocas de metro y de autobuses en conclusión un muy buen hotel ",positivo
"El SPA no está mal y si tienes la vip senator , tienes acceso gratuito una vez , por gentileza del hotel",positivo
"Un gran hotel , a la altura de un cuatro estrellas en pleno centro de Madrid .",positivo
Por cierto COMODISIMA .,positivo
"En resumen muy moderno y muy bien de precio , repetiré sin dudarlo .",positivo
"Ademas , tambien valoro positivamente el hecho de que el personal del hotel hablase español .",positivo
En fin Que pasamos 4 días geniales .,positivo
Las vistas desde la terraza son impresionantes .,positivo
Confortable,positivo
"El hotel es de 3 estrellas , las habitaciones son limpias , espaciosas y silenciosas .",positivo
Estancia muy olvidable : ruido y luz,negativo
El hotel tenía unas habitaciones bastante buenas y era tranquilo .,positivo
Excelente lugar para descansar en familia .,positivo
Sin lugar a dudas es algo para repetir,positivo
"Correcto del todo , genial si viajas a ver el barça",positivo
"como la vez anterior , no nos defraudó en nada .",positivo
"Realmente , nos hemos quedados fascinados , un lujo total .",positivo
Buenas vistas e iluminaciñon natural .,positivo
Lo recomendamos a nestros amigos y ya esta viajando uno de ellos .,positivo
La zona en la que estaba situada era mala para andar por la noche .,negativo
Como punto negativo decir que la nos asignaron una habitación en un piso bajo y se escuchaba toda la noche el aire de los aparatos de aire acondicionado del lobby .,negativo
Volveremos a repetir .,positivo
"La playa de este hotel es privilegiada porque es casi el doble de extension por sobre el promedio de los hoteles en playa del carmen , El hotel cuenta con personal sumamente atento que tienen capacida",positivo
Estupendo !,positivo
El trato personal es muy bueno y el hotel goza de habitaciones amplias y confortables .,positivo
"Está cerca del parque Warner y es un pueblo tranquilo y no hay demasiados inmigrantes peligrosos , aunque en Madrid hay muchos y hay que tener cuidado en el metro con las maletas porque hay mucho deli",positivo
Se trata de un hotel de 5 estrellas que cuenta con todo tipo de facilidades para toda la familia .,positivo
Excelente hotel,positivo
"El hotel limpio , las habitaciones limpias , cero bichos ( que pena ) a pesar de la exuberante vegetación .",positivo
La comida es excelente y tiene todo pensado para la diversión familiar .,positivo
"No hay espectáculos nocturnos , siempre son los de animación cantando .",negativo
Un lujo muy asequible .,positivo
Elegante y relajante,positivo
Los únicos peros son la televisión no es de pantalla plana y el suelo de mármol se hace frío sí vas descalzo .,negativo
Un hotel que ofrece lo que vende .,positivo
"habitacion espectacular , enorme de grande y ademas no le faltaba ningun detalle , tenia cafetera , tabla de planchar , claro esta y una plancha , cafetera de capsulas , mini bar gratuito .La piscina ",positivo
El hotel me ha gustado mucho mas de lo que esperaba .,positivo
Buen trato y buen Hotel,positivo
Nos estafaron con la oferta,negativo
La recepción es hermosa ( al igual que la sala de desayunos ) y el personal más que atento .,positivo
En el mejor sitio de todo Madrid,positivo
"Hotel muy bien situado en plena Gran Via. ideal para ir de compras , tapear por los numerosos bares de la zona y acudir a un musical , se puede ir paseando a la puerta del sol al ser una zona muy conc",positivo
Llegando a la madrugada no hubo indicacion concreta ni acompanamiento de personal para poder encontrar rapidamente las habitaciones en semejante complejo desconocido para los huespedes .,negativo
"Calidad , servicios y atención , excelentes .",positivo
"Muy cómodo si tienes coche , para conocer Sevilla y una estancia tranquila .",positivo
Repetible,positivo
No lo recomendaría para pasar unas vacaciones en pareja o en familia .,negativo
Luego se puede ir en autobús o andando al centro de la ciudad .,positivo
"Tiene unos precios bastante mas baratos en su web , de que lo que hemos visto anunciado en paginas de reservas con unas ofertas muy completas de cursos de esqui , forfaits y balneario de Caldea .",positivo
te hacen sentir como en casa .,positivo
"Una estancia muy agradable , muy atentos",positivo
Nos ha gustado mucho este hotel en Valencia .,positivo
Un hotel encantador desde la salida hasta la llegada .,positivo
Comodidad en el corazón de Madrid,positivo
El vuelo directo desde Buenos Aires y el later check out adaptado a la hora de partida nos permitidos disfrutar al máximo de nuestras vacaciones y tener unagradable descanso .,positivo
El armario es grande y dispone de caja fuerte gratuita y plancha .,positivo
Me parece fenomenal el tema del wifi gratuíto y que admás funcina muy bien .,positivo
Buena situacion .,positivo
"Un hotel con todas las comodidades , con un complejo muy cuidado y variado en actividades .",positivo
Excelente ambiente,positivo
"No hay armario solo una estantería con unas perchas , no intentes deshacer las maletas .",negativo
La habitación tenía todo tipo de comodidades y quedamos muy contentos con el trato que recibimos del personal .,positivo
Clientela tranquila y educada en general .,positivo
La atención de todo el personal excelente .,positivo
Muy amable el personal y perfecto el desayuno buffet con mucha variedad .,positivo
Unas increïbles vacaciones de relax,positivo
"El baño es increíble , y los amenities de aseo muy buenos .",positivo
"fuí por trabajo un día a barcelona y me quedé en este hotel.El hotel como tal , está muy bien .",positivo
Buena opción junto a la nueva zona de Valencia .,positivo
Nada que ver con otros resorts de la zona .........,negativo
"A mi familia y a mí nos encanta la ciudad de Madrid , el poder salir de compras , de tapas , a ver un espectáculo , y la situación de este hotel es ideal para poder moverte por el centro de Madrid sin",positivo
La relación calidad precio es muy buena .,positivo
Comida abundante y para todos los gustos .,positivo
Un 10 !,positivo
Invreíble de verdad .....,positivo
Todo un pack de sensaciones prácticamente sin movernos .,positivo
Quede contento,positivo
La distancia del hotel a la playa permite que se vaya caminando sino cuentan con opción de carritos para traslados .,positivo
Puedes ir a pie a los lugares más turisticos de Madrid .,positivo
Puedo decir realimente complcida que pasé unos increïbles días de absoluta tranquilidad antes de volver al trabajo .,positivo
El hidromasaje de la azotea no funciona bien por lo que solo es una bañera,negativo
"Habitaciones amplias , confortables y limpias .",positivo
Muy buena calidad / precio,positivo
En recepción un detalle muy de agradecer son las dos jarras con zumos fresquitos .,positivo
El trabajo de Kenia al frente de los espectáculos nocturno es soberbio .,positivo
Muy caros los productos del bar de la habitación .,negativo
"La habitación muy limpia y ordenada , me gustó el equipo de música .",positivo
"Excelente en todo sentido , la atención , la comida , las instalaciones , la playa .",positivo
Estancia satisfactoria en todos los sentidos,positivo
"Zonas muy bien diferenciadas , por un lado el comedor , amplio , cómodo y con una enorme cristalera .",positivo
Gran confort,positivo
"Lo mejor de estos apartamentos es sobre todo su precio , conseguimos una buena oferta a través de internet .",positivo
Ideal para reuniones en la parte sur de Barcelona .,positivo
Nos agradó,positivo
"no puedo decir nada en contra , el personal maravilloso desde la direccion hasta el ultimo empleado te hacen encontrar en un ambiente muy acogedor , las habitaciones estupendas , amplias y confortable",positivo
"Un lugar ( APARTAMENTO ) perfecto para pasar unos días , buena localización , limpio y confortable .",positivo
Gracias por todo ......... lo pasamos muy lindo .... Lo que vimos de la isla es muy lindo pero manejar y andar en auto es un contratiempo ...... Las calles son muy angostas y con cunetas profundas a l,positivo
"Es un hotel maravilloso , muy limpio y muy bien ubicado .",positivo
Pero era una habitación cómoda y descansamos bien,positivo
Confortable hotel en Barcelona,positivo
"Y entre las vistas hay que destacar la pasarela de cristal que tiene en su ultima planta , desde la que puedes pasar y ver a unos metros de altura el suelo , y el paisaje .",positivo
El hotel Lloret es una buena opción en el sentido de que está muy bien ubicado en la primera cuadra de La Ramla desde Plaza Cataluña .,positivo
Las habitaciones tienen camas muy cómodas y el baño es muy espacioso .,positivo
La disfrutamos mucho .,positivo
"La zona es muy buena ya que estás en primera linea de playa , y la ocupacion es un 90 % alemana y en la época en la que estuvimos casi todo gente mayor / 3ª edad ... pero muy bien porque buscábamos tr",positivo
"En la semana que estuvimos sólo nos cambiaron las sábanas una sola vez , pese a ver todo el día al personal de limpieza dando vueltas .",negativo
"Las paredes de papel , se oía todo .",negativo
No vayais !,negativo
"De entrada quiero decir que cuando fui era para olvidar , pero me hizo ver las cosas de otra manera , me sentí feliz y al mismo tiempo mimado , fueron unos días de atenciones y sobre todo mimos que se",positivo
También tiene servicio de internet gratis en la habitacion o caja fuerte gratis .,positivo
La situción es muy buena ya que cuenta con varias lineas de tranvía y el metro muy cerca .,positivo
Eramos tres en una habitación y la verdad es que se quedaba BASTANTE pequeña .,negativo
Bien comunicado .,positivo
Increible .,positivo
"Es un hotel nuevo , todo esta muy limpio y cuidado .",positivo
Hotel exelente a precios asequibles,positivo
"Decidimos alojarnos en estos apartamentos por la cercanía a Disneyland , tan sólo una parada de RER .",positivo
No se corresponde a un hotel de 5 estrellas .,negativo
"Sucio , desagradable y lleno de chinches",negativo
Muy confortable,positivo
"Lo peor me parecio el desayuno : bolleria de pesima calidad , productos de calidad baja en general y con poca variedad , supervisor de mozos muy molesto y mozos muy desatentos .",negativo
Aunque la animación ha perdido un poco .... antes era un hotel mucho mas divertido .,negativo
"para descansar o divertirse no tiene precio , adecuado para todos los gustos .",positivo
Muy recomendable .,positivo
"El hotel cuenta con ocho plantas si no recuerdo mal y una gran cantidad de habitaciones , La limpieza es correcta y el desayuno tipo buffet .",positivo
Muy bien ubicado en Madrid,positivo
Decepcionante,negativo
"la ubicación es perfecta , buenos transportes , primera linea de playa y con abundantes restaurantes y locales de ocio cerca .",positivo
"Además , el minibar , wifi y caja fuerte está incluido en el precio y es algo de agradecer porque no es muy habitual .",positivo
"Me encantó el barrio , está lleno de restaurantes y cafés y tiendas pequeñas .",positivo
"La clientela es variada aunque siempre que nos hemos hospedado hay gran cantidad de extranjeros debido a que esta muy cerca del Camp nou , esto lo hace un sitio ideal para ir al futbol .",positivo
Sobre todo educado .,positivo
Recomiendo el hotel para parejas,positivo
Bastante contento,positivo
"Limpieza muy buena , y buen desayuno .",positivo
"Hotel bien situado cerca de la estación , y cerca también del centro de la ciudad y la zona turística.Estación de metro justo al lado y bien conectado con buses y tranvías , y bicicletas públicas para",positivo
"El hotel estaba como recién reformado , todo nuevo , muy cuidado al detalle .",positivo
"En el hotel , los trabajadores estan muy pendientes de ti e incluso son amables y simpaticos cuando hablas con ellos .",positivo
Volvería a alojarme en próximas visitas a la ciudad de la torre inclinada .,positivo
Inmejorable ubicación ; hemos ido a pie a todos los lugares que queríamos visitar desde la Plaza de España hasta el parque del Retiro .,positivo
"EL hotel es de 5 estrellas , y la verdad es que se las merece .",positivo
"La piscina inmensa con bar incluido , la playa muy extensaaaa .. y tranquila",positivo
excelente personal !,positivo
"He leido otras criticas , y a diferencia de los otros comentarios para mi el trato fue correcto y educado , tampoco espero hacerme amigo del recpcionista .",positivo
"Me4 ha gustado muchisimo el hotel , la tranquilidad que tiene despues de un largo dia de trabajo y usar el &lt; SPA lo mejor recomiendo un masaje relajante la cena y a dormir que mañana se trabaja ...",positivo
"Las personas que lo regentan , bordes y poco atentos .",negativo
"Las habitaciones son amplias , tienen una TV de plasma , un pequeño refrigerador , aire acondicionado y WIFI gratis .",positivo
Lo mejor el spa,positivo
"En Agosto hace calor y es temporada alta , pero hay piscina en el ático y con el aire acondicionado no se nota .",positivo
"Incapacidad de los gestores para solventar el problema , Una verdader tortura de puente .",negativo
Relación calidad · precio muy buena,positivo
Un excelente B &amp; amp ; B. El desayuno estupendo de calidad y cantidad .,positivo
"Baño moderno y cómodo , con ducha .",positivo
"Hotel tipico del estilo Melia , ubicado en un lugar centrico , ideal para poder visitar cualquier punto de Madrid , buenas conbinaciones de autobus , metro .",positivo
Me ha decepcionado,negativo
Hotel perfecto en Madrid,positivo
Hotel de pésima calidad,negativo
Es un lugar al que volvería con gusto con toda mi familia y / o amigos .,positivo
Muy bien,positivo
"A primera hora de la mañana la habitación puede estar un poco "" fresca "" .",negativo
Hotel limpio y cuidado .,positivo
"La comida y cena , para ser un hotel de 4 estrellas era escasa y habia poco donde elegir , dos primeros , dos segundos y dos postres , un poco mas de amplitud de menu donde elegir no vendria nada mal ",negativo
Metro cercano y negocios cercanos .,positivo
Para viajes cortos está bien,positivo
"Mi novia y yo fuimos de vacaciones a España y nos quedamos unos días en Palma , la experiencia fue la mejor me encanto el clima de esta ciudad y gracias a que el hotel cuenta con todas las facilidades",positivo
"El hotel esta espectacularmente bien situado , las habitacione son espaciosas comodas y bonitas , la nuestra daba a un patio interior Zen .",positivo
"El hotel esta muy centrico , puedes ir desde alli andando a todos los lugares centricos de Madrid ( nosotros no cogimos ningun transporte publico y eso que ibamos con un niño pequeño ) .",positivo
"El hotel está muy bien ubicado , en la zona izquierda del ensanche .",positivo
"Cuenta con una terraza chill out , que hace que te olvides de que estás en una gran ciudad .",positivo
"Nosotros contratamos un pack por la luna de miel y nada de lo que contratamos nos lo respetaron , ni cesta de frutas al llegar , ni internet en el pack que decia que si , la habitacion nada que ver co",negativo
"Son el mejor de los ejemplos de turismo sostenible ; respetuoso e integrado en la rica naturaleza del entorno , al mismo tiempo cómodo , limpio y muy acogedor .",positivo
"Todo está muy , pero que muy cuidado , desde sus instalaciones , hasta su ubicación .",positivo
"Nos encanta el hotel está situado en todo el centro de Madrid con lo que la oferta de ocio , gastronoma , cultura , etc es espectacular y luego que decir del personal , las instalaciones , ¡ ¡ Geniale",positivo
"Como siempre , el trato fue espléndido , las habitaciones renovadas y muy limpias , y el desayuno era espectacular .",positivo
Muy buena estancia,positivo
Recomendable para visitar el centro o ir de compras .,positivo
Ideal también para aquellos que viajen con niños y con animales .,positivo
La estancia estubo bien y no me falto de nada en el tiempo en el que estube alli .,positivo
Los precios muy caros como siempre .,negativo
"son unos apartamentos muy buenos y muy bien cuidados , yo fuy por motivos propios pero es perfecto para viajes de negocios y para pasar unos dias de relax por madrid. buenos servicios y muy amables to",positivo
Tienen problemas serios de aseo en lugares como los baños que están en los bares cercar de la playa .,negativo
De nuevo estuvimos genial en este hotel .,positivo
"Es un camping encantador , muy natural y autentico .",positivo
Calidad precio bastante buena y en el centro,positivo
Errores continuos desde la entrada hasta la salida .,negativo
"En cuanto al Buffet desayuno , es muy completo y variado .",positivo
"Lo mejor de este hotel es situación en la mejor zona de la Gran Vía , lo que facilita enormemente el acceso a teatros , restaurantes y compras .",positivo
La verdad es que en este hotel dan lo mejor de lo mejor y los precios están genial .,positivo
La habitación daba a sol pero están muy bien aisladas con contraventanas lo cual hacía muy silenciosa y tranquila .,positivo
Apartamentos alta calidad,positivo
"El desayuno me encantó , riquisimo y super variado .",positivo
"Sigue siendo muy recomendable , se encuentra a cinco minutos a pie del Bayside y del American Airlines Arena .",positivo
La ubicación del hotel es privilegiada y se encuentra entre medias de la plaza de callao y plaza españa .,positivo
"Nos encanta este hotel , su ubicación , sus habitaciones , su personal ( siempre tan amable y servicial ) .",positivo
Perfecto,positivo
"Destaca por su compromiso con el huesped , desde la recepcion , al bar · restaurante , pasando por sus magnificas habitaciones , la piscina en la ultima planta o su fantastico SPA hacen que tengas una",positivo
El personal muy amable .,positivo
"El hotel esta bastante bien , nos atendieron genial y nos dieron a escoger que habitación queríamos de las que habia libres y estaba bastante limpia .",positivo
Imposible descansar .,negativo
"El ambiente es muy agradable y la habitación muy cómoda , con gran calidad en el sueño y detalles como cafetera eléctrica y minibar gratis ( agua , pepsi , zumos ) ; también contaba con conexión wifi ",positivo
El desayuno es el mejor y el mas variado de Helsinki ( yo empiezo el dia con un banquete de salmon ahumado y arenque ... ) .,positivo
Recomendable,positivo
"El personal del desayuno era un tanto maleducado , siempre esperando que no estuvieras mucho tiempo .",negativo
Destacamos también la limpieza de las habitaciones .,positivo
"El minibar ( agua y pepsicola ) y una pequeña cafetera eran gratuitos , al igual que la conexión WIFI y la caja fuerte .",positivo
Excelente opción !!,positivo
Está bastante limpio .,positivo
Tenía la ubicación perfecta .,positivo
"Muy buenas las instalaciones del hotel , a la altura de un resort !",positivo
"Las habitaciones estaban muy limpias , y la calefacción funcionaba a las mil maravillas .",positivo
"La habitación que nos dieron es amplísima , disponía de un pequeño saloncito , tenía unas excelentes vistas a la gran vía y está perfectamente insonorizado .",positivo
"En líneas generales , recomendamos este hotel .",positivo
El personal desagradable,negativo
Detalles que hacen que vuelvas,positivo
Localización tranquila pero en menos de 10 miutos andando te pones en el Duomo .,positivo
"Pues eso , en pleno centro de Madrid , en el medio de su arteria principal ( Gran Via ) para todas aquellas personas que busquen entrar de lleno en el bullicio , las luces de neon , las tiendas a cual",positivo
¡ Volveremos seguro !,positivo
ESCASA SEGURIDAD,negativo
Buena relación calidad · precio,positivo
"Tiene una ubicación excelente , a escasos 5 minutos andando de la estación de Termini , a la cual llegan diferentes trenes y autobuses desde los dos aeropuertos de la ciudad .",positivo
"La estancia en el Hotel Las Arenas fue perfecta para ir a pasarlo bien con los amigos y que los niños tambien lo pasaran bien , tanto saliendo a la playa como con el servicio que hay para atender a lo",positivo
Está frente a la terminal 3 del aeropuerto y tiene un servicio de shuttle gratuito cada media hora .,positivo
Decepción,negativo
Algo maravilloso !,positivo
"Muy buen hotel , completamente recomendable .",positivo
"El hotel esta situado en lo mejor de gran via , cerca de teatros , cines , tiendas , restaurantes y esta a un paso de sol , de la plaza mayor y si no tienes una entrada de metro nada mas salir de la p",positivo
En nuestros próximos viajes a Madrid volveremos a utilizar este hotel que ya conocíamos de ocasiones anteriores .,positivo
Muy recomendable,positivo
Hotel bueno,positivo
Me encantó,positivo
La TV es grande y dispone de muchos canales .,positivo
Personal cercano y eficaz,positivo
Sólo tengo que decir una cosa : ¡ Las mejores vacaciones que jamás he pasado !,positivo
"Los espacios comunes son dignos de mencionar , como en todos los hoteles playa .",positivo
"El hotel , en términos generales , no estaba tan mal ; total , para el mínimo tiempo que pasabamos allí ... Buscabamos uno más o menos céntrico y cerca del metro y bueno , eso sí lo cumplía .",positivo
"En la habitacion no habia ruidos por las noches , silencio absoluto , y eso que era un primero , lo agradecimos mucho despues de volver matados de recorrer la ciudad .",positivo
"El desayuno muy por encima de la media en hoteles de ese precio y en esas ciudades , muy variado y abundante , una pena bajar a desayunar con poco tiempo .",positivo
"El Hotel en sí no esta nada mal , buen trato buenas estancias y buena comida .",positivo
Las comodidades de las habitaciones y hotel desastrosas .,negativo
Muy cerca de Sarlat y del Valle Dordoña es perfecto para visitar la zona .,positivo
Mas que un hotel de cinco estrellas el palladium merece seis estrellas .,positivo
"Estuvimos 5 dias muy buenos , el desayuno era variado y abundante , muy cerca de estacion de metro y del Camp Nou .",positivo
El hotel dispone de un servicio de traslado gratuito a pedido .,positivo
La comida presenta mucha variedad y tiene algunos restaurantes temáticos a parte del buffet .,positivo
Los menus del bar · restaurante son muy buenos y estan muy bien de precio .,positivo
"Como cliente Privilege tienes una sala con todo tipo de bebidas ( incluso alcoholicas ) , bollería variada y frutos secos .",positivo
Repetiremos si podemos .. Muy buen trato .,positivo
Vacaciones Geniales,positivo
"Tenía claro que la ubicación es muy buena con acceso andando al centro de Madrid , pero pensaba que sería agobiante el lugar donde está ubicado y por lo tanto con falta de tranquilidad o silencio .",positivo
Si vas en este plan el hotel ofrece diversas actividades de animacion tanto para adultos como para niños .,positivo
"Comprende un saloncito , un baño grande y un habitación muy grande .",positivo
"La habitación perfectamente insonorizada , con minibar gratuito ( 4 botellas de agua y 2 de Pepsi ) , televisión plana , minicadena , plancha y tabla de panchar , sobres de café y té con cápsulas de l",positivo
Es un lugar donde podemos recomendar para pasar unos dias de placer y alegria . ·,positivo
"Para los niños genial , muchos arboles , espacio natural , entrada directa a la playa .",positivo
El hotel está muy bien .,positivo
Las afueras del hotel son unas vistas muy buenas a la playa .,positivo
"el hotel esta muy bien.buena relaccion calidad precio.centrico.buen desayuno y buenas habitaciones.disponen de servicio de transporte al aeropuerto.situado junto a plaza cavour , zona desde la que se ",positivo
"Una vez mas me he alojado en este hotel , he observado algunos cambios positivos , como que ahora tienen televisores de pantalla plana .",positivo
Hotel normalito,negativo
"Todo muy Limpio , Muy amables y el desayuno estaba muy bien .",positivo
Algo a observar es que el hotel debería contar con personal que organicen el uso de las reposeras sino la gente reserva con sus toallas los lugares y no permiten que alguien las utilicé en los momento,negativo
En pleno centro de la ciudad con unas instalaciones inmejorables .,positivo
El personal es muy amable y atento con los clientes .,positivo
"Bien ubicado , entre la estación y los principales monumentos de Pisa .",positivo
"El personal amable y eficiente , con ganas de ayudar. muchos detalles en la habitacion ( cafetera , minibar gratito etc. ) .",positivo
Genial,positivo
Hotel perfecto en Barcelona,positivo
Aceptable,positivo
Mala estancia,negativo
"Al ser valencia no es muy dificil encontrar donde tomar algo , a menos de 100 metros de la estancia hay algo donde elegir .",positivo
Hay muchísima variedad y todos los platos muy ricos .,positivo
"La habitacion perfectamente insonorizada , con minibar gratuito ( sin alcohol ) , tv plana , plancha ...",positivo
"La estancia en el hotel fue muy buena , la atención , limpieza , en realidad te hacen sentir muy bien y se preocupan que estes tranquilo siempre .",positivo
El hotel es estupendo .,positivo
A la llegada se nos atendió mal .,negativo
Además fueron muy atentos en recepción facilitándonos el LATE check out ya que nuestro vuelo salía a última hora de la tarde y poder dormir una siesta antes se agradece mucho .,positivo
